2024-08-05 14:40:40+00,Goduineb,1,2,27.32,"LINESTRING(-1167.66 -10654.70,-1713.76 -11157.60)",742.00,1,"grind mob |cFFFFFF00|Hentry:449:|h[Defias Knuckleduster]|h|r","Traveling 742y for grinding money to grind mob |cFFFFFF00|Hentry:449:|h[Defias Knuckleduster]|h|r",grind
2024-08-05 14:40:40+00,Oroitzec,4,11,12.03,"LINESTRING(-16202.66 5987.02,-15227.66 6095.34)",985.00,1,"grind mob |cFFFFFF00|Hentry:2010:|h[Gnarlpine Defender]|h|r","Traveling 985y for grinding money to grind mob |cFFFFFF00|Hentry:2010:|h[Gnarlpine Defender]|h|r",grind
2024-08-05 14:40:41+00,Tybalt,1,4,20.84,"LINESTRING(-8960.57 -3360.00,-8963.10 -3357.59)",4.00,1,"|cFFFFFF00|Hentry:143981:|h[Mailbox]|h|r","Traveling 4y for getting mail to |cFFFFFF00|Hentry:143981:|h[Mailbox]|h|r",mail
2024-08-05 14:40:41+00,Irmengardc,3,4,14.62,"LINESTRING(519.28 -5824.45,-543.25 -5364.04)",1158.00,1,"grind mob |cFFFFFF00|Hentry:1211:|h[Leper Gnome]|h|r","Traveling 1158y for grinding money to grind mob |cFFFFFF00|Hentry:1211:|h[Leper Gnome]|h|r",grind
2024-08-05 14:40:41+00,Ascelynb,4,3,8.49,"LINESTRING(-14627.58 6172.82,-14627.30 6168.28)",5.00,1,"|cFFFFFF00|Hentry:142109:|h[Mailbox]|h|r","Traveling 5y for getting mail to |cFFFFFF00|Hentry:142109:|h[Mailbox]|h|r",mail
2024-08-05 14:40:41+00,Aleaumea,6,7,19.25,"LINESTRING(-8894.25 -2234.27,-8946.84 -1727.61)",511.00,1,"rpg npc |cFFFFFF00|Hentry:15106:|h[Frostwolf Emissary]|h|r","(Forced) Traveling 511y for rpg to rpg npc |cFFFFFF00|Hentry:15106:|h[Frostwolf Emissary]|h|r",rpg
2024-08-05 14:40:41+00,Dieterb,5,1,30.14,"LINESTRING(-9220.50 -2311.40,-9261.69 -2092.26)",224.00,1,"rpg npc |cFFFFFF00|Hentry:15106:|h[Frostwolf Emissary]|h|r","(Forced) Traveling 224y for rpg to rpg npc |cFFFFFF00|Hentry:15106:|h[Frostwolf Emissary]|h|r",rpg
2024-08-05 14:40:41+00,Thurstan,4,1,27.10,"LINESTRING(2930.01 -5421.91,3497.32 -4973.64)",724.00,1,"grind mob |cFFFFFF00|Hentry:1197:|h[Stonesplinter Shaman]|h|r","Traveling 724y for grinding money to grind mob |cFFFFFF00|Hentry:1197:|h[Stonesplinter Shaman]|h|r",grind
2024-08-05 14:40:41+00,Arbellb,1,2,26.79,"LINESTRING(-715.40 -8862.59,-831.28 -9065.41)",234.00,1,"grind mob |cFFFFFF00|Hentry:6492:|h[Rift Spawn]|h|r","Traveling 234y for grinding money to grind mob |cFFFFFF00|Hentry:6492:|h[Rift Spawn]|h|r",grind
2024-08-05 14:40:41+00,Stratonicec,3,1,9.78,"LINESTRING(-44.76 -9457.07,361.35 -8912.98)",679.00,1,"grind mob |cFFFFFF00|Hentry:38:|h[Defias Thug]|h|r","Traveling 679y for grinding money to grind mob |cFFFFFF00|Hentry:38:|h[Defias Thug]|h|r",grind
2024-08-05 14:40:41+00,Pypaa,1,2,21.77,"LINESTRING(-824.91 -9006.05,-831.28 -9065.41)",60.00,1,"grind mob |cFFFFFF00|Hentry:6492:|h[Rift Spawn]|h|r","Traveling 60y for grinding money to grind mob |cFFFFFF00|Hentry:6492:|h[Rift Spawn]|h|r",grind
2024-08-05 14:40:42+00,Asopusa,4,3,22.04,"LINESTRING(-13997.59 2098.68,-13827.36 1957.13)",221.00,1,"grind mob |cFFFFFF00|Hentry:2178:|h[Wailing Highborne]|h|r","Traveling 221y for grinding money to grind mob |cFFFFFF00|Hentry:2178:|h[Wailing Highborne]|h|r",grind
2024-08-05 14:40:42+00,Ababiliad,4,11,30.29,"LINESTRING(-655.31 -5163.83,-678.52 -5164.45)",24.00,1,"grind mob |cFFFFFF00|Hentry:6221:|h[Addled Leper]|h|r","Traveling 24y for grinding money to grind mob |cFFFFFF00|Hentry:6221:|h[Addled Leper]|h|r",grind
2024-08-05 14:40:42+00,Ozwella,5,9,26.54,"LINESTRING(-14578.45 536.41,-14553.96 989.98)",456.00,1,"grind mob |cFFFFFF00|Hentry:2207:|h[Greymist Oracle]|h|r","Traveling 456y for grinding money to grind mob |cFFFFFF00|Hentry:2207:|h[Greymist Oracle]|h|r",grind
2024-08-05 14:40:42+00,Ibbaa,4,11,4.32,"LINESTRING(584.30 -844.83,584.30 -844.83)",0,1,"no destination","No where to travel. Idling a bit.",none
2024-08-05 14:40:42+00,Boke,1,8,28.19,"LINESTRING(-9731.65 -5280.50,12984.73 -8506.74)",3924.00,1,"grind mob |cFFFFFF00|Hentry:598:|h[Defias Miner]|h|r","Traveling 3924y for grinding money to grind mob |cFFFFFF00|Hentry:598:|h[Defias Miner]|h|r",grind
2024-08-05 14:40:42+00,Pixodarus,6,3,27.49,"LINESTRING(-14132.33 669.70,-14117.67 860.47)",193.00,1,"grind mob |cFFFFFF00|Hentry:2339:|h[Twilight Thug]|h|r","Traveling 193y for grinding money to grind mob |cFFFFFF00|Hentry:2339:|h[Twilight Thug]|h|r",grind
2024-08-05 14:40:42+00,Alviuaa,8,4,30.72,"LINESTRING(-470.28 -14482.00,-9628.17 -4518.97)",498.00,1,"grind mob |cFFFFFF00|Hentry:6020:|h[Slimeshell Makrura]|h|r","Traveling 498y for grinding money to grind mob |cFFFFFF00|Hentry:6020:|h[Slimeshell Makrura]|h|r",grind
2024-08-05 14:40:43+00,Hedlefb,8,4,5.48,"LINESTRING(200.70 -11571.20,-9116.12 -1785.03)",1534.00,1,"|cFFFFFF00|Hentry:173047:|h[Mailbox]|h|r","(Forced) Traveling 1534y for getting mail to |cFFFFFF00|Hentry:173047:|h[Mailbox]|h|r",mail
2024-08-05 14:40:43+00,Artazostrac,2,1,30.11,"LINESTRING(-9373.97 -4314.63,-9628.17 -4518.97)",332.00,1,"grind mob |cFFFFFF00|Hentry:6020:|h[Slimeshell Makrura]|h|r","Traveling 332y for grinding money to grind mob |cFFFFFF00|Hentry:6020:|h[Slimeshell Makrura]|h|r",grind
2024-08-05 14:40:43+00,Wybirc,5,9,12.91,"LINESTRING(-196.63 1689.95,-219.28 1633.02)",64.00,1,"|cFFFFFF00|Hentry:177044:|h[Mailbox]|h|r","(Forced) Traveling 64y for getting mail to |cFFFFFF00|Hentry:177044:|h[Mailbox]|h|r",mail
2024-08-05 14:40:43+00,Aripert,4,4,2.27,"LINESTRING(-10039.64 -4670.31,-10039.64 -4670.31)",0,1,"no destination","No where to travel. Idling a bit.",none
2024-08-05 14:40:43+00,Hacon,8,4,17.57,"LINESTRING(-8811.90 -2232.50,-8814.61 -2201.56)",31.00,1,"grind mob |cFFFFFF00|Hentry:3197:|h[Burning Blade Fanatic]|h|r","Traveling 31y for grinding money to grind mob |cFFFFFF00|Hentry:3197:|h[Burning Blade Fanatic]|h|r",grind
2024-08-05 14:40:43+00,Clementinac,3,2,18.29,"LINESTRING(-617.01 -9812.11,-616.53 -9819.91)",8.00,1,"grind mob |cFFFFFF00|Hentry:478:|h[Riverpaw Outrunner]|h|r","Traveling 8y for grinding money to grind mob |cFFFFFF00|Hentry:478:|h[Riverpaw Outrunner]|h|r",grind
2024-08-05 14:40:44+00,Pedaeusa,5,5,30.41,"LINESTRING(-10191.32 -4761.40,-9655.41 -5323.48)",779.00,1,"grind mob |cFFFFFF00|Hentry:6020:|h[Slimeshell Makrura]|h|r","Traveling 779y for grinding money to grind mob |cFFFFFF00|Hentry:6020:|h[Slimeshell Makrura]|h|r",grind
2024-08-05 14:40:44+00,Dominixea,1,4,15.42,"LINESTRING(-442.10 -9264.07,-562.10 -9821.08)",572.00,1,"grind mob |cFFFFFF00|Hentry:97:|h[Riverpaw Runt]|h|r","Traveling 572y for grinding money to grind mob |cFFFFFF00|Hentry:97:|h[Riverpaw Runt]|h|r",grind
2024-08-05 14:40:44+00,Leofard,1,9,21.83,"LINESTRING(-13589.43 2437.29,-13588.06 2439.84)",3.00,1,"grind mob |cFFFFFF00|Hentry:10158:|h[Moonkin]|h|r","Traveling 3y for grinding money to grind mob |cFFFFFF00|Hentry:10158:|h[Moonkin]|h|r",grind
2024-08-05 14:40:44+00,Aitziberc,2,1,17.16,"LINESTRING(-11536.06 -3138.13,-11451.14 -3290.41)",197.00,1,"grind mob |cFFFFFF00|Hentry:3379:|h[Burning Blade Bruiser]|h|r","Traveling 197y for grinding money to grind mob |cFFFFFF00|Hentry:3379:|h[Burning Blade Bruiser]|h|r",grind
2024-08-05 14:40:45+00,Menelaiac,6,1,22.05,"LINESTRING(-12515.70 -5524.35,-12368.25 -5286.14)",282.00,1,"grind mob |cFFFFFF00|Hentry:2979:|h[Venture Co. Supervisor]|h|r","Traveling 282y for grinding money to grind mob |cFFFFFF00|Hentry:2979:|h[Venture Co. Supervisor]|h|r",grind
2024-08-05 14:40:45+00,Mikelar,1,2,30.18,"LINESTRING(401.95 -5164.35,-642.31 -5154.36)",1045.00,1,"grind mob |cFFFFFF00|Hentry:6221:|h[Addled Leper]|h|r","Traveling 1045y for grinding money to grind mob |cFFFFFF00|Hentry:6221:|h[Addled Leper]|h|r",grind
2024-08-05 14:40:45+00,Rhodac,2,1,21.01,"LINESTRING(-10016.67 -4707.11,1256.74 -4074.56)",3888.00,1,"grind mob |cFFFFFF00|Hentry:12998:|h[Dwarven Farmer]|h|r","Traveling 3888y for grinding money to grind mob |cFFFFFF00|Hentry:12998:|h[Dwarven Farmer]|h|r",grind
2024-08-05 14:40:45+00,Staasb,4,5,20.22,"LINESTRING(-14008.69 2658.11,-13881.60 2598.58)",141.00,1,"grind mob |cFFFFFF00|Hentry:10158:|h[Moonkin]|h|r","Traveling 141y for grinding money to grind mob |cFFFFFF00|Hentry:10158:|h[Moonkin]|h|r",grind
2024-08-05 14:40:45+00,Alyaume,5,5,30.48,"LINESTRING(-12774.27 -697.70,-14553.96 989.98)",2461.00,1,"grind mob |cFFFFFF00|Hentry:2207:|h[Greymist Oracle]|h|r","Traveling 2461y for grinding money to grind mob |cFFFFFF00|Hentry:2207:|h[Greymist Oracle]|h|r",grind
2024-08-05 14:40:45+00,Dulcieb,1,9,7.69,"LINESTRING(354.29 -8943.88,361.35 -8912.98)",32.00,1,"grind mob |cFFFFFF00|Hentry:38:|h[Defias Thug]|h|r","Traveling 32y for grinding money to grind mob |cFFFFFF00|Hentry:38:|h[Defias Thug]|h|r",grind
2024-08-05 14:40:45+00,Anatolicusb,4,5,27.46,"LINESTRING(889.92 -4877.28,879.30 -4845.78)",33.00,1,"|cFFFFFF00|Hentry:32349:|h[Mailbox]|h|r","(Forced) Traveling 33y for getting mail to |cFFFFFF00|Hentry:32349:|h[Mailbox]|h|r",mail
2024-08-05 14:40:45+00,Lob,3,5,2.07,"LINESTRING(1257.16 -4827.63,1257.16 -4827.63)",0,1,"no destination","No where to travel. Idling a bit.",none
2024-08-05 14:40:46+00,Melisentia,8,7,30.57,"LINESTRING(-219.50 -12426.00,13210.89 -8560.46)",2134.00,1,"grind mob |cFFFFFF00|Hentry:4416:|h[Defias Strip Miner]|h|r","Traveling 2134y for grinding money to grind mob |cFFFFFF00|Hentry:4416:|h[Defias Strip Miner]|h|r",grind
2024-08-05 14:40:46+00,Godecinc,5,9,14.40,"LINESTRING(-8925.00 -3441.26,-8963.10 -3357.59)",92.00,1,"|cFFFFFF00|Hentry:143981:|h[Mailbox]|h|r","Traveling 92y for getting mail to |cFFFFFF00|Hentry:143981:|h[Mailbox]|h|r",mail
2024-08-05 14:40:46+00,Ammiob,8,7,22.26,"LINESTRING(-9013.59 -2358.39,-9300.94 -2057.10)",418.00,1,"rpg npc |cFFFFFF00|Hentry:3320:|h[Soran]|h|r","(Forced) Traveling 418y for rpg to rpg npc |cFFFFFF00|Hentry:3320:|h[Soran]|h|r",rpg
2024-08-05 14:40:46+00,Amfridusb,1,5,21.26,"LINESTRING(-14122.59 2657.87,-13886.48 2534.87)",267.00,1,"grind mob |cFFFFFF00|Hentry:10158:|h[Moonkin]|h|r","Traveling 267y for grinding money to grind mob |cFFFFFF00|Hentry:10158:|h[Moonkin]|h|r",grind
2024-08-05 14:40:46+00,Paulinaa,5,5,25.29,"LINESTRING(-317.24 2221.67,-646.91 3043.63)",886.00,1,"grind mob |cFFFFFF00|Hentry:1658:|h[Captain Dargol]|h|r","Traveling 886y for grinding money to grind mob |cFFFFFF00|Hentry:1658:|h[Captain Dargol]|h|r",grind
2024-08-05 14:40:46+00,Itheusb,1,5,18.32,"LINESTRING(-13588.06 2441.34,-13588.06 2439.84)",2.00,1,"grind mob |cFFFFFF00|Hentry:10158:|h[Moonkin]|h|r","Traveling 2y for grinding money to grind mob |cFFFFFF00|Hentry:10158:|h[Moonkin]|h|r",grind
