2024-08-05 14:40:47+00,Miraa,XpGainAction,"POINT(-9082.48 -2344.52)",2,3,12.58,"Elder Mottled Boar","130"
2024-08-05 14:40:47+00,Yseultb,XpGainAction,"POINT(-14038.02 931.31)",2,1,21.22,"Twilight Thug","218"
2024-08-05 14:40:47+00,Wyliame,XpGainAction,"POINT(-365.88 2696.07)",5,8,13.16,"Rot Hide Mongrel","82"
2024-08-05 14:40:47+00,Miraa,XpGainAction,"POINT(-9082.48 -2344.52)",2,3,12.58,"Elder Mottled Boar","130"
2024-08-05 14:40:48+00,Areithous,AttackAnythingAction,"POINT(1620.06 -5734.42)",4,11,6.98,"Rockjaw Skullthumper","1115"
2024-08-05 14:40:48+00,Poinceb,StoreLootAction,"POINT(-14554.49 372.91)",8,4,29.34,"Snapvine Watermelon","4538"
2024-08-05 14:40:49+00,Lezaetaa,XpGainAction,"POINT(67.92 -8785.26)",1,2,5.12,"Timber Wolf","54"
2024-08-05 14:40:49+00,Lubiasb,XpGainAction,"POINT(-1618.05 -10648.62)",1,2,21.26,"Harvest Watcher","136"
2024-08-05 14:40:49+00,Lezaetaa,XpGainAction,"POINT(67.92 -8785.26)",1,2,5.12,"Timber Wolf","54"
2024-08-05 14:40:50+00,Guibourcb,AttackAnythingAction,"POINT(-8861.68 -3664.81)",5,9,11.43,"Clattering Scorpid","3125"
2024-08-05 14:40:50+00,Lubiasb,XpGainAction,"POINT(-1618.05 -10648.62)",1,2,21.26,"Harvest Watcher","136"
2024-08-05 14:40:51+00,Cudbertb,XpGainAction,"POINT(-15283.58 6093.48)",4,4,11.57,"Gnarlpine Shaman","84"
2024-08-05 14:40:51+00,Demetriab,AttackAnythingAction,"POINT(-13766.96 611.28)",2,1,22.58,"Sibely","0"
2024-08-05 14:40:51+00,Cudbertb,XpGainAction,"POINT(-15283.58 6093.48)",4,4,11.57,"Gnarlpine Shaman","84"
2024-08-05 14:40:51+00,Yseultb,AttackAnythingAction,"POINT(-14038.02 931.31)",2,1,21.22,"Twilight Thug","2339"
2024-08-05 14:40:51+00,Wlfildisc,XpGainAction,"POINT(-276.84 -10582.91)",4,4,30.89,"Skeletal Horror","194"
2024-08-05 14:40:51+00,Xabiera,AttackAnythingAction,"POINT(-14321.95 -174.37)",5,9,21.50,"Wild Buck","3816"
2024-08-05 14:40:51+00,Wlfildisc,XpGainAction,"POINT(-276.84 -10582.91)",4,4,30.89,"Skeletal Horror","194"
2024-08-05 14:40:51+00,Lubiasb,StoreLootAction,"POINT(-1618.05 -10648.62)",1,2,21.26,"Cadet Boots","9759"
2024-08-05 14:40:51+00,Lubiasb,StoreLootAction,"POINT(-1618.05 -10648.62)",1,2,21.26,"Flask of Oil","814"
2024-08-05 14:40:52+00,Clymence,XpGainAction,"POINT(2721.18 -3011.77)",1,2,28.15,"Highland Scytheclaw","302"
2024-08-05 14:40:52+00,Joel,GuildLeaveAction,"POINT(-12994.87 3128.83)",4,11,29.25,"The Legacy Meathooks","69"
2024-08-05 14:40:53+00,Phillipos,AttackAnythingAction,"POINT(-15300.26 -1193.83)",4,3,30.10,"Wily Fey Dragon","4017"
2024-08-05 14:40:53+00,Clymence,XpGainAction,"POINT(2721.18 -3011.77)",1,2,28.15,"Highland Scytheclaw","302"
2024-08-05 14:40:53+00,Cudbertb,StoreLootAction,"POINT(-15283.58 6093.48)",4,4,11.57,"Linen Cloth","2589"
2024-08-05 14:40:53+00,Optatac,AttackAnythingAction,"POINT(-9488.58 -4426.02)",8,5,5.41,"Mottled Boar","3098"
2024-08-05 14:40:53+00,Wlfildisc,AttackAnythingAction,"POINT(-276.84 -10582.91)",4,4,30.89,"Skeletal Horror","202"
2024-08-05 14:40:53+00,Dyanac,XpGainAction,"POINT(-14961.86 -1118.42)",4,4,29.07,"Antlered Courser","172"
2024-08-05 14:40:54+00,Hermolaosa,AttackAnythingAction,"POINT(-12517.81 -6782.29)",5,8,7.61,"Bristleback Quilboar","2952"
2024-08-05 14:40:54+00,Dyanac,XpGainAction,"POINT(-14961.86 -1118.42)",4,4,29.07,"Antlered Courser","172"
2024-08-05 14:40:54+00,Pedaeusa,XpGainAction,"POINT(-10167.89 -4760.28)",5,5,30.42,"","52"
2024-08-05 14:40:54+00,Cudbertb,AttackAnythingAction,"POINT(-15283.58 6093.48)",4,4,11.57,"Gnarlpine Shaman","2009"
2024-08-05 14:40:54+00,Antinous,AttackAnythingAction,"POINT(-448.69 -10567.50)",3,3,31.67,"Skeletal Horror","202"
2024-08-05 14:40:55+00,Thietgardaa,XpGainAction,"POINT(-13603.50 2999.65)",7,9,16.11,"Wild Grell","110"
2024-08-05 14:40:55+00,Ascelynb,StoreLootAction,"POINT(-14636.45 6125.18)",4,3,8.49,"Refreshing Spring Water","159"
2024-08-05 14:40:55+00,Hedlefb,XpGainAction,"POINT(129.53 -11577.01)",8,4,5.51,"","85"
2024-08-05 14:40:55+00,Hedlefb,XpGainAction,"POINT(129.53 -11577.01)",8,4,5.51,"","85"
2024-08-05 14:40:55+00,Thietgardaa,XpGainAction,"POINT(-13603.50 2999.65)",7,9,16.11,"Wild Grell","110"
2024-08-05 14:40:55+00,Sofiec,AttackAnythingAction,"POINT(-14822.00 6133.33)",4,3,11.17,"Strigid Owl","1995"
2024-08-05 14:40:55+00,Prinetadasb,XpGainAction,"POINT(-638.32 -5154.03)",4,1,30.00,"Addled Leper","226"
2024-08-05 14:40:55+00,Miraa,StoreLootAction,"POINT(-9053.04 -2325.06)",2,3,12.58,"Chunk of Boar Meat","769"
2024-08-05 14:40:56+00,Clymence,StoreLootAction,"POINT(2721.18 -3011.77)",1,2,28.15,"Raptor Egg","3685"
2024-08-05 14:40:56+00,Dussabelc,AttackAnythingAction,"POINT(-11705.63 -5701.64)",2,1,13.08,"Bristleback Water Seeker","3260"
2024-08-05 14:40:56+00,Prinetadasb,XpGainAction,"POINT(-638.32 -5154.03)",4,1,30.00,"Addled Leper","226"
2024-08-05 14:40:56+00,Dyanac,StoreLootAction,"POINT(-14961.86 -1118.42)",4,4,29.07,"Shimmering Amice","6566"
2024-08-05 14:40:56+00,Theodananda,XpGainAction,"POINT(1291.27 -9725.87)",4,5,13.61,"Prowler","136"
2024-08-05 14:40:57+00,Theodananda,XpGainAction,"POINT(1291.27 -9725.87)",4,5,13.61,"Prowler","136"
2024-08-05 14:40:57+00,Dyanac,EquipAction,"POINT(-14961.86 -1118.42)",4,4,29.07,"Guild Tabard","5976"
2024-08-05 14:40:57+00,Moggb,AttackAnythingAction,"POINT(-9324.92 -3215.46)",5,8,14.11,"Razormane Battleguard","3114"
2024-08-05 14:40:57+00,Ethelbertb,AttackAnythingAction,"POINT(615.05 -5447.90)",3,3,5.11,"Large Crag Boar","1126"
2024-08-05 14:40:57+00,Sebasteiab,AttackAnythingAction,"POINT(-9244.27 -2431.06)",5,8,14.13,"Elder Mottled Boar","3100"
2024-08-05 14:40:57+00,Prinetadasb,StoreLootAction,"POINT(-638.32 -5154.03)",4,1,30.00,"Cedar Walking Stick","1822"
2024-08-05 14:40:57+00,Pedaeusa,XpGainAction,"POINT(-10149.18 -4762.04)",5,5,30.42,"","52"
2024-08-05 14:40:58+00,Eusebia,AttackAnythingAction,"POINT(-14286.91 -1269.57)",5,5,27.05,"Wildthorn Stalker","3819"
2024-08-05 14:40:58+00,Enetza,AttackAnythingAction,"POINT(-14995.34 6102.30)",4,3,8.80,"Gnarlpine Warrior","2008"
2024-08-05 14:40:58+00,Prinetadasb,AttackAnythingAction,"POINT(-638.32 -5154.03)",4,1,30.00,"Addled Leper","6221"
2024-08-05 14:40:58+00,Anabillc,XpGainAction,"POINT(-15261.72 6095.91)",4,11,8.65,"Gnarlpine Defender","140"
2024-08-05 14:40:58+00,Miraa,StoreLootAction,"POINT(-9053.04 -2325.06)",2,3,12.58,"Ruined Leather Scraps","2934"
2024-08-05 14:40:58+00,Anabillc,XpGainAction,"POINT(-15261.72 6095.91)",4,11,8.65,"Gnarlpine Defender","140"
2024-08-05 14:40:58+00,Esozic,AttackAnythingAction,"POINT(1152.73 -9325.80)",1,4,12.02,"Prowler","118"
2024-08-05 14:40:59+00,Marilena,XpGainAction,"POINT(2201.52 -9733.37)",1,9,23.24,"Great Goretusk","104"
2024-08-05 14:41:00+00,Dolore,AttackAnythingAction,"POINT(-15212.93 6034.40)",4,4,14.02,"Gnarlpine Augur","2011"
2024-08-05 14:41:00+00,Optatac,XpGainAction,"POINT(-9491.27 -4440.63)",8,5,5.42,"Mottled Boar","20"
2024-08-05 14:41:00+00,Optatac,XpGainAction,"POINT(-9491.27 -4440.63)",8,5,5.42,"Mottled Boar","20"
2024-08-05 14:41:00+00,Aldiythad,StoreLootAction,"POINT(-11107.07 -4112.59)",2,3,30.18,"Ice Cold Milk","1179"
2024-08-05 14:41:00+00,Marilena,XpGainAction,"POINT(2201.52 -9733.37)",1,9,23.24,"Great Goretusk","104"
2024-08-05 14:41:01+00,Godecinc,StoreLootAction,"POINT(-8960.95 -3388.42)",5,9,14.40,"Refreshing Spring Water","159"
2024-08-05 14:41:01+00,Goiaricusb,AttackAnythingAction,"POINT(-12338.03 -6637.34)",6,7,8.82,"Bristleback Battleboar","2954"
2024-08-05 14:41:01+00,Diosconis,AttackAnythingAction,"POINT(-14021.80 -6047.59)",6,7,7.55,"Palemane Tanner","2949"
2024-08-05 14:41:02+00,Esozic,XpGainAction,"POINT(1168.33 -9335.11)",1,4,12.02,"","52"
2024-08-05 14:41:02+00,Moldeb,AutoReleaseSpiritAction,"POINT(327.03 -11600.70)",8,1,29.46,"",""
2024-08-05 14:41:03+00,Moldeb,ReviveFromSpiritHealerAction,"POINT(228.64 -11542.60)",8,1,29.46,"",""
2024-08-05 14:41:03+00,Tietlenda,AttackAnythingAction,"POINT(-217.87 -10241.80)",1,2,31.25,"Plague Spreader","604"
2024-08-05 14:41:03+00,Wyberga,AcceptQuestAction,"POINT(-9949.26 -4600.07)",7,4,13.78,"WANTED: Baron Longshore","895"
2024-08-05 14:41:03+00,Ospin,XpGainAction,"POINT(1847.41 -2979.55)",4,11,30.52,"Mosshide Brute","226"
2024-08-05 14:41:03+00,Anselmeb,XpGainAction,"POINT(-14118.57 856.57)",4,4,24.70,"Twilight Thug","150"
2024-08-05 14:41:03+00,Ospin,XpGainAction,"POINT(1847.41 -2979.55)",4,11,30.52,"Mosshide Brute","226"
2024-08-05 14:41:03+00,Anselmeb,XpGainAction,"POINT(-14118.57 856.57)",4,4,24.70,"Twilight Thug","150"
2024-08-05 14:41:03+00,Yuli,AttackAnythingAction,"POINT(-15181.96 6186.05)",4,5,12.97,"Gnarlpine Augur","2011"
2024-08-05 14:41:04+00,Milisent,AttackAnythingAction,"POINT(-9193.03 -2495.88)",6,1,8.09,"Elder Mottled Boar","3100"
2024-08-05 14:41:04+00,Rhenea,AttackAnythingAction,"POINT(-658.59 -5156.52)",4,4,30.18,"Addled Leper","6221"
2024-08-05 14:41:04+00,Dorotheus,AttackAnythingAction,"POINT(-10652.67 -4997.95)",8,1,20.37,"Oasis Snapjaw","3461"
2024-08-05 14:41:04+00,Sofiec,XpGainAction,"POINT(-14837.21 6122.85)",4,3,11.17,"Strigid Owl","56"
2024-08-05 14:41:04+00,Sofiec,XpGainAction,"POINT(-14837.21 6122.85)",4,3,11.17,"Strigid Owl","56"
2024-08-05 14:41:04+00,Anselmeb,AttackAnythingAction,"POINT(-14118.57 856.57)",4,4,24.70,"Pixodarus","0"
2024-08-05 14:41:04+00,Gusso,AttackAnythingAction,"POINT(1391.25 -9441.02)",1,2,9.18,"Prowler","118"
2024-08-05 14:41:04+00,Marilena,StoreLootAction,"POINT(2185.70 -9722.29)",1,9,23.24,"Boar Ribs","2677"
2024-08-05 14:41:04+00,Marilena,StoreLootAction,"POINT(2185.70 -9722.29)",1,9,23.24,"Chunk of Boar Meat","769"
2024-08-05 14:41:04+00,Joel,GuildLeaveAction,"POINT(-13000.76 3140.81)",4,11,29.25,"The Legacy Meathooks","69"
2024-08-05 14:41:04+00,Lubiasb,AttackAnythingAction,"POINT(-1681.24 -10587.24)",1,2,21.26,"Harvest Watcher","114"
2024-08-05 14:41:04+00,Estibaliz,XpGainAction,"POINT(-13352.38 -2803.10)",1,2,23.16,"Windshear Digger","260"
2024-08-05 14:41:05+00,Estibaliz,XpGainAction,"POINT(-13352.38 -2803.10)",1,2,23.16,"Windshear Digger","260"
2024-08-05 14:41:05+00,Marilena,AttackAnythingAction,"POINT(2185.70 -9722.29)",1,9,23.24,"Redridge Poacher","424"
2024-08-05 14:41:05+00,Theodananda,StoreLootAction,"POINT(1304.14 -9724.74)",4,5,13.61,"Stringy Wolf Meat","2672"
2024-08-05 14:41:05+00,Theodananda,StoreLootAction,"POINT(1304.14 -9724.74)",4,5,13.61,"Rabbit's Foot","3300"
2024-08-05 14:41:05+00,Ambroise,AttackAnythingAction,"POINT(301.69 2075.37)",2,7,14.75,"Bleeding Horror","1529"
2024-08-05 14:41:05+00,Swetynec,AttackAnythingAction,"POINT(1812.29 -5474.40)",4,3,8.82,"Elder Crag Boar","1127"
2024-08-05 14:41:05+00,Hermolaosa,XpGainAction,"POINT(-12519.10 -6790.19)",5,8,7.62,"Bristleback Quilboar","30"
2024-08-05 14:41:05+00,Antxokab,AttackAnythingAction,"POINT(-8828.05 -4036.85)",2,1,7.29,"Clattering Scorpid","3125"
2024-08-05 14:41:06+00,Elasus,XpGainAction,"POINT(-12929.14 -874.16)",7,9,30.81,"","148"
2024-08-05 14:41:06+00,Gorgythiona,AttackAnythingAction,"POINT(-12022.83 -7632.32)",8,4,29.24,"Razormane Warfrenzy","3459"
2024-08-05 14:41:06+00,Dolore,XpGainAction,"POINT(-15221.93 6039.50)",4,4,14.03,"Gnarlpine Augur","86"
2024-08-05 14:41:06+00,Elasus,XpGainAction,"POINT(-12929.14 -874.16)",7,9,30.81,"","148"
2024-08-05 14:41:06+00,Dolore,XpGainAction,"POINT(-15221.93 6039.50)",4,4,14.03,"Gnarlpine Augur","86"
2024-08-05 14:41:06+00,Guibourcb,XpGainAction,"POINT(-8870.04 -3668.79)",5,9,11.44,"Clattering Scorpid","56"
2024-08-05 14:41:06+00,Aristonymosb,XpGainAction,"POINT(-8960.09 -4230.05)",2,4,8.59,"Dire Mottled Boar","140"
2024-08-05 14:41:06+00,Guibourcb,XpGainAction,"POINT(-8870.04 -3668.79)",5,9,11.44,"Clattering Scorpid","56"
2024-08-05 14:41:06+00,Sthenelusb,XpGainAction,"POINT(-8634.44 -3947.17)",2,7,10.70,"Kul Tiras Sailor","48"
2024-08-05 14:41:06+00,Aristonymosb,XpGainAction,"POINT(-8960.09 -4230.05)",2,4,8.59,"Dire Mottled Boar","140"
2024-08-05 14:41:06+00,Mahthildisc,AttackAnythingAction,"POINT(-13080.79 -6115.96)",6,3,8.19,"Prairie Wolf","2958"
2024-08-05 14:41:06+00,Ospin,StoreLootAction,"POINT(1837.39 -2969.78)",4,11,30.52,"Wool Cloth","2592"
2024-08-05 14:41:06+00,Sthenelusb,XpGainAction,"POINT(-8634.44 -3947.17)",2,7,10.70,"Kul Tiras Sailor","48"
2024-08-05 14:41:06+00,Hermolaosa,XpGainAction,"POINT(-12519.10 -6790.19)",5,8,7.62,"Bristleback Quilboar","30"
2024-08-05 14:41:07+00,Moldec,XpGainAction,"POINT(-12815.86 -6834.06)",6,1,8.96,"Battleboar","56"
2024-08-05 14:41:07+00,Brunob,AttackAnythingAction,"POINT(-12641.30 -6723.40)",6,11,5.34,"Bristleback Quilboar","2952"
2024-08-05 14:41:07+00,Yseultb,XpGainAction,"POINT(-14029.92 914.62)",2,1,21.23,"Twilight Thug","218"
2024-08-05 14:41:07+00,Dolore,AttackAnythingAction,"POINT(-15221.93 6039.50)",4,4,14.03,"Greenpaw","1993"
2024-08-05 14:41:07+00,Yseultb,XpGainAction,"POINT(-14029.92 914.62)",2,1,21.23,"Twilight Thug","218"
2024-08-05 14:41:07+00,Moldec,XpGainAction,"POINT(-12815.86 -6834.06)",6,1,8.96,"Battleboar","56"
2024-08-05 14:41:07+00,Costanea,AttackAnythingAction,"POINT(-10026.43 -5068.49)",2,1,19.19,"Southsea Privateer","3384"
2024-08-05 14:41:07+00,Aristonymosb,StoreLootAction,"POINT(-8960.09 -4230.05)",2,4,8.59,"Chunk of Boar Meat","769"
2024-08-05 14:41:08+00,Phyllisb,StoreLootAction,"POINT(2230.83 -9440.13)",1,1,31.15,"Haunch of Meat","2287"
2024-08-05 14:41:08+00,Antinous,XpGainAction,"POINT(-448.69 -10567.50)",3,3,31.67,"Skeletal Horror","166"
2024-08-05 14:41:08+00,Antinous,XpGainAction,"POINT(-448.69 -10567.50)",3,3,31.67,"Skeletal Horror","166"
2024-08-05 14:41:08+00,Wlfildisc,XpGainAction,"POINT(-277.07 -10567.73)",4,4,30.89,"Skeletal Horror","162"
2024-08-05 14:41:08+00,Gatzarietac,XpGainAction,"POINT(2860.19 -5479.89)",1,9,10.24,"Elder Black Bear","108"
2024-08-05 14:41:08+00,Yseultb,StoreLootAction,"POINT(-14029.92 914.62)",2,1,21.23,"Wool Cloth","2592"
2024-08-05 14:41:08+00,Wlfildisc,XpGainAction,"POINT(-277.07 -10567.73)",4,4,30.89,"Skeletal Horror","162"
2024-08-05 14:41:08+00,Gatzarietac,XpGainAction,"POINT(2860.19 -5479.89)",1,9,10.24,"Elder Black Bear","108"
2024-08-05 14:41:08+00,Yseultb,AttackAnythingAction,"POINT(-14029.92 914.62)",2,1,21.23,"Twilight Thug","2339"
2024-08-05 14:41:09+00,Cilix,AttackAnythingAction,"POINT(-11236.75 -3509.09)",2,4,16.78,"Fleeting Plainstrider","3246"
2024-08-05 14:41:09+00,Bar,AttackAnythingAction,"POINT(-12948.35 -693.97)",8,4,23.54,"Wildthorn Stalker","3819"
2024-08-05 14:41:09+00,Muttines,AhAction,"POINT(-9210.65 -1983.50)",6,3,16.68,"Rage Potion","5631"
2024-08-05 14:41:09+00,Gundobada,AttackAnythingAction,"POINT(-14634.89 6592.00)",4,3,5.19,"Grell","1988"
2024-08-05 14:41:09+00,Dulcieb,XpGainAction,"POINT(360.17 -8926.28)",1,9,7.69,"Defias Thug","15"
2024-08-05 14:41:09+00,Moldeb,AttackAnythingAction,"POINT(254.68 -11510.42)",8,1,29.46,"Young Panther","683"
2024-08-05 14:41:09+00,Dulcieb,XpGainAction,"POINT(360.17 -8926.28)",1,9,7.69,"Defias Thug","15"
2024-08-05 14:41:09+00,Clementinaa,AttackAnythingAction,"POINT(-14021.95 1223.72)",4,3,20.49,"Blackwood Totemic","2169"
2024-08-05 14:41:09+00,Sofiec,StoreLootAction,"POINT(-14826.35 6138.63)",4,3,11.17,"Plucked Feather","7096"
2024-08-05 14:41:09+00,Haat,AttackAnythingAction,"POINT(-13978.13 2288.56)",4,3,14.54,"Blackwood Pathfinder","2167"
2024-08-05 14:41:10+00,Allen,AttackAnythingAction,"POINT(-14352.92 -3.55)",5,8,23.11,"Wild Buck","3816"
2024-08-05 14:41:10+00,Giraudusb,AttackAnythingAction,"POINT(-12048.89 -7620.54)",5,9,30.18,"Razormane Seer","3458"
2024-08-05 14:41:10+00,Aethreb,AttackAnythingAction,"POINT(-13073.22 -4906.60)",6,3,11.45,"Elder Plainstrider","2957"
2024-08-05 14:41:10+00,Wlfildisc,AttackAnythingAction,"POINT(-277.07 -10567.73)",4,4,30.89,"Skeletal Fiend","531"
2024-08-05 14:41:10+00,Optatac,StoreLootAction,"POINT(-9488.58 -4426.02)",8,5,5.42,"Splintered Tusk","7098"
2024-08-05 14:41:11+00,Wyliame,AttackAnythingAction,"POINT(-316.29 2675.93)",5,8,13.16,"Rot Hide Mongrel","1675"
2024-08-05 14:41:11+00,Sebasteiab,XpGainAction,"POINT(-9255.62 -2427.34)",5,8,14.14,"Elder Mottled Boar","86"
2024-08-05 14:41:11+00,Galiennec,XpGainAction,"POINT(-13646.20 2388.86)",4,5,20.42,"Raging Moonkin","130"
2024-08-05 14:41:11+00,Alexiasb,AttackAnythingAction,"POINT(-8929.62 -2174.88)",8,7,15.38,"Burning Blade Apprentice","3198"
2024-08-05 14:41:11+00,Asopusa,AttackAnythingAction,"POINT(-13855.94 1959.81)",4,3,22.04,"Anaya Dawnrunner","3667"
2024-08-05 14:41:11+00,Kirphisa,AttackAnythingAction,"POINT(-11589.01 -2291.52)",5,8,24.18,"Wildthorn Stalker","3819"
2024-08-05 14:41:12+00,Radgerta,AttackAnythingAction,"POINT(-14437.38 -2081.54)",5,8,22.17,"Deepmoss Venomspitter","4007"
2024-08-05 14:41:12+00,Galliena,XpGainAction,"POINT(-14694.36 -244.58)",8,7,30.02,"","116"
2024-08-05 14:41:12+00,Placidia,AcceptInvitationAction,"POINT(-11057.70 -4127.18)",8,8,30.01,"Rewabc","2"
2024-08-05 14:41:12+00,Galiennec,XpGainAction,"POINT(-13646.20 2388.86)",4,5,20.42,"Raging Moonkin","130"
2024-08-05 14:41:12+00,Sebasteiab,XpGainAction,"POINT(-9255.62 -2427.34)",5,8,14.14,"Elder Mottled Boar","86"
2024-08-05 14:41:13+00,Reynaudb,AttackAnythingAction,"POINT(2438.80 -5560.18)",3,1,6.23,"Scarred Crag Boar","1689"
2024-08-05 14:41:13+00,Rhenea,XpGainAction,"POINT(-663.75 -5176.26)",4,4,30.19,"Addled Leper","226"
2024-08-05 14:41:13+00,Rhenea,XpGainAction,"POINT(-663.75 -5176.26)",4,4,30.19,"Addled Leper","226"
2024-08-05 14:41:13+00,Agnienb,XpGainAction,"POINT(121.93 -11576.82)",8,3,12.62,"","125"
2024-08-05 14:41:13+00,Agnienb,XpGainAction,"POINT(121.93 -11576.82)",8,3,12.62,"","125"
2024-08-05 14:41:13+00,Xabiera,XpGainAction,"POINT(-14321.95 -174.37)",5,9,21.51,"Wild Buck","244"
