Gromgol Base Camp innkeeper,"POINT(-211.56 -12434.40)",2.45,0.00,1,2260
King Magni Bronzebeard,"POINT(1022.67 -4865.73)",505.80,0.00,1,2260
Jindo the Hexxer,"POINT(15402.80 -9225.98)",79.66,0.00,1,2260
High Priest Venoxis,"POINT(15835.25 -9739.98)",39.41,0.00,1,2260
Ironforge innkeeper,"POINT(857.09 -4840.67)",502.00,0.00,1,2260
The Marshlands spirithealer,"POINT(-11231.00 -10887.00)",-218.00,0.00,1,2260
Princess Yauj,"POINT(18374.55 -11300.42)",-4.34,0.00,1,2260
Badlands spirithealer,"POINT(3488.48 -6282.51)",252.19,0.00,1,2260
Redridge Mountains flightMaster,"POINT(2234.88 -9435.21)",69.19,0.00,1,2260
Caelestrasz,"POINT(18525.30 -11374.32)",108.58,0.00,1,2260
Undercity spirithealer,"POINT(-219.23 1819.41)",60.07,0.00,1,2260
Valors Rest spirithealer,"POINT(-13380.00 -10122.00)",3.56,0.00,1,2260
Southern Barrens spirithealer,"POINT(-11702.00 -6186.00)",91.78,0.00,1,2260
Ratchet flightMaster,"POINT(-9900.35 -4578.25)",11.79,0.00,1,2260
Nethergarde Keep flightMaster,"POINT(3437.10 -11110.20)",79.28,0.00,1,2260
Everlook innkeeper,"POINT(-8996.96 3015.15)",721.65,0.00,1,2260
Lord Kazzak,"POINT(2432.10 -12241.30)",2.94,0.00,1,2260
Darkshire innkeeper,"POINT(1161.21 -10516.00)",28.12,0.00,1,2260
Splintertree Post innkeeper,"POINT(-11103.01 -1338.14)",102.86,0.00,1,2260
Astranaar flightMaster,"POINT(-13385.75 -851.62)",106.69,0.00,1,2260
Blackrock Depths spiritguide,"POINT(15720.59 -12101.58)",-65.46,0.00,1,2260
Amberstill Ranch innkeeper,"POINT(1323.67 -5537.03)",399.16,0.00,1,2260
Darkshire flightMaster,"POINT(1258.79 -10513.80)",41.51,0.00,1,2260
Kargath flightMaster,"POINT(2178.42 -6632.22)",244.23,0.00,1,2260
Orgrimmar innkeeper,"POINT(-9230.63 -2046.01)",15.52,0.00,1,2260
CThun,"POINT(18556.35 -11283.94)",100.40,0.00,1,2260
Tanaris spirithealer,"POINT(-10046.09 -12271.09)",13.48,0.00,1,2260
The Quagmire spirithealer,"POINT(-10247.29 -7711.16)",38.82,0.00,1,2260
Morgans Vigil flightMaster,"POINT(2736.93 -8365.08)",185.69,0.00,1,2260
Flame Crest flightMaster,"POINT(2190.77 -7504.06)",165.30,0.00,1,2260
Firemaw,"POINT(15348.32 -484.86)",465.35,0.00,1,2260
Orgrimmar innkeeper,"POINT(-9016.26 -1520.64)",49.74,0.00,1,2260
Thrall,"POINT(-9544.31 -1759.93)",43.00,0.00,1,2260
Stonetalon Peak spirithealer,"POINT(-14949.54 -945.18)",295.79,0.00,1,2260
The Scarab Wall spirithealer,"POINT(-15226.57 -11661.09)",3.64,0.00,1,2260
Ruins of Alterac spirithealer,"POINT(418.59 790.75)",136.86,0.00,1,2260
Thorium Point flightMaster,"POINT(1100.23 -6559.26)",310.35,0.00,1,2260
Thorium Point flightMaster,"POINT(1169.38 -6559.06)",309.81,0.00,1,2260
Fire Plume Ridge spirithealer,"POINT(-12353.46 -11028.79)",-260.86,0.00,1,2260
Lady Jaina Proudmoore,"POINT(-9215.85 -7429.69)",64.99,0.00,1,2260
Razor Hill innkeeper,"POINT(-8983.71 -3339.64)",16.54,0.00,1,2260
Talrendis Point flightMaster,"POINT(-9789.25 -961.82)",101.53,0.00,1,2260
Valormok flightMaster,"POINT(-9279.55 -15.98)",113.17,0.00,1,2260
Senjin Village innkeeper,"POINT(-8787.34 -4538.23)",22.12,0.00,1,2260
Marshals Refuge spirithealer,"POINT(-12527.33 -9834.23)",-216.59,0.00,1,2260
Arathi Basin spiritguide,"POINT(18888.46 -12419.71)",-83.36,0.00,1,2275
Orgrimmar flightMaster,"POINT(-9356.55 -2003.75)",61.72,0.00,1,2260
Battleguard Sartura,"POINT(18859.05 -10995.57)",-25.94,0.00,1,2260
Kargath innkeeper,"POINT(2149.41 -6650.10)",245.35,0.00,1,2260
General Rajaxx,"POINT(16005.96 2133.98)",26.54,0.00,1,2260
Stoutlager Inn innkeeper,"POINT(2973.91 -5377.91)",323.25,0.00,1,2260
Thelsamar flightMaster,"POINT(2929.87 -5424.85)",347.64,0.00,1,2260
Bloodhoof Village spirithealer,"POINT(-13328.00 -5853.00)",-5.00,0.00,1,2260
Craftsmens Terrace innkeeper,"POINT(-15894.79 6447.90)",1328.81,0.00,1,2260
Emperor Veklor,"POINT(19342.96 -11587.75)",-104.17,0.00,1,2260
Theramore Isle flightMaster,"POINT(-9152.49 -7508.88)",10.74,0.00,1,2260
Brackenwall Village flightMaster,"POINT(-10827.87 -6829.14)",34.66,0.00,1,2260
Hammerfall flightMaster,"POINT(3495.46 -918.18)",70.45,0.00,1,2260
Elwynn Forest spirithealer,"POINT(-165.02 -9341.00)",61.64,0.00,1,2260
Lakeshire innkeeper,"POINT(2157.12 -9223.98)",64.02,0.00,1,2260
Talonbranch Glade  flightMaster,"POINT(-11718.57 2524.08)",571.58,0.00,1,2260
Alterac Valley spiritguide,"POINT(13000.00 -10860.93)",69.74,0.00,1,2260
Eastern Plaguelands spirithealer,"POINT(3650.44 1989.31)",120.37,0.00,1,2260
Ratchet spirithealer,"POINT(-10191.00 -4753.00)",63.04,0.00,1,2260
Menethil Harbor flightMaster,"POINT(782.05 -3793.20)",9.10,0.00,1,2260
Sir Zeliek,"POINT(18389.06 -10135.62)",245.63,0.00,1,43
Tarren Mill flightMaster,"POINT(857.92 2.68)",58.89,0.00,1,2260
Nightsong Woods spirithealer,"POINT(-10717.00 -1251.53)",123.51,0.00,1,2260
High Priest Thekal,"POINT(16126.26 -9410.98)",62.42,0.00,1,2260
Bloodlord Mandokir,"POINT(16054.57 -9877.98)",153.73,0.00,1,2260
Stalagg,"POINT(18375.22 -9215.38)",312.18,0.00,1,43
Highlord Bolvar Fordragon,"POINT(-329.39 -8439.98)",122.58,0.00,1,2260
Camp Taurajo innkeeper,"POINT(-11674.26 -6056.27)",96.79,0.00,1,2260
Thousand Needles spirithealer,"POINT(-10215.00 -9210.00)",-44.00,0.00,1,2260
Refuge Pointe flightMaster,"POINT(2512.96 -1239.67)",22.22,0.00,1,2260
Hammerfall innkeeper,"POINT(3524.92 -912.37)",72.77,0.00,1,2260
Feathermoon Stronghold flightMaster,"POINT(-17010.11 -8050.54)",12.35,0.00,1,2260
MorlosAran spirithealer,"POINT(-12048.00 116.96)",219.89,0.00,1,2260
Raven Hill spirithealer,"POINT(-293.62 -10602.40)",31.75,0.00,1,2260
Viscidus,"POINT(19639.52 -10706.05)",-52.62,0.00,1,2260
Broodlord Lashlayer,"POINT(15459.74 -625.37)",449.25,0.00,1,2260
The Crossroads flightMaster,"POINT(-11074.00 -4117.14)",95.87,0.00,1,2260
Loatheb,"POINT(19439.95 -9754.98)",274.28,0.00,1,43
Southshore flightMaster,"POINT(512.13 -715.15)",26.68,0.00,1,2260
Sentinel Hill innkeeper,"POINT(-1166.43 -10653.30)",34.93,0.00,1,2260
The Crossroads innkeeper,"POINT(-11024.78 -4087.12)",96.31,0.00,1,2260
Auberdine flightMaster,"POINT(-14231.65 2663.20)",16.10,0.00,1,2260
Spirit of Azuregos,"POINT(-7706.41 -1101.87)",97.83,0.00,1,2260
Ratchet innkeeper,"POINT(-10005.20 -4730.04)",23.97,0.00,1,2260
Camp Taurajo flightMaster,"POINT(-11789.06 -6064.08)",95.93,0.00,1,2260
Tarren Mill innkeeper,"POINT(942.28 -5.97)",57.16,0.00,1,2260
Southshore innkeeper,"POINT(570.75 -857.10)",11.26,0.00,1,2260
The Sepulcher innkeeper,"POINT(-1636.47 510.92)",126.03,0.00,1,2260
Morgans Plot spirithealer,"POINT(1833.20 -11103.00)",71.86,0.00,1,2260
The Sepulcher flightMaster,"POINT(-1533.95 473.94)",131.96,0.00,1,2260
Arathi Basin spiritguide,"POINT(18504.37 -12427.16)",-56.47,0.00,1,2275
Stormwind City innkeeper,"POINT(-673.67 -8867.79)",97.99,0.00,1,2260
Eastvale Logging Camp spirithealer,"POINT(1367.13 -9554.16)",51.20,0.00,1,2260
Arathi Basin spiritguide,"POINT(18714.85 -12609.76)",-42.95,0.00,1,2275
Shazzrah,"POINT(15685.11 -4381.71)",-205.36,0.00,1,2260
Kharanos spirithealer,"POINT(528.00 -5670.00)",398.13,0.00,1,2260
Darnassus spirithealer,"POINT(-15786.32 6375.40)",1329.71,0.00,1,2260
Dustwallow Marsh spirithealer,"POINT(-9355.00 -7198.00)",6.77,0.00,1,2260
Moonglade flightMaster,"POINT(-11178.39 3774.85)",462.70,0.00,1,2260
Vem,"POINT(18385.98 -11263.24)",-3.67,0.00,1,2260
Lord Victor Nefarius,"POINT(15686.41 -639.75)",482.03,0.00,1,2260
Chromaggus,"POINT(15454.11 -566.82)",476.73,0.00,1,2260
Warsong Gulch spiritguide,"POINT(15515.62 548.10)",340.84,0.00,1,3
Magmadar,"POINT(15905.84 -3820.57)",-185.66,0.00,1,2260
High Priestess Marli,"POINT(15704.43 -10036.68)",133.59,0.00,1,2260
Arathi Basin spiritguide,"POINT(18469.05 -12852.02)",15.79,0.00,1,2275
Sentinel Hill flightMaster,"POINT(-1037.27 -10628.30)",34.19,0.00,1,2260
Freewind Post innkeeper,"POINT(-11209.57 -9157.85)",89.37,0.00,1,2260
Freewind Post flightMaster,"POINT(-11250.39 -9087.12)",89.71,0.00,1,2260
Dustwallow Marsh spirithealer,"POINT(-10622.00 -6814.00)",34.25,0.00,1,2260
Onyxia,"POINT(15543.31 -11372.43)",-86.71,0.00,1,2260
Gadgetzan innkeeper,"POINT(-9828.39 -10838.96)",8.85,0.00,1,2260
Anachronos,"POINT(-8947.43 -11856.58)",28.08,0.00,1,2260
Gadgetzan flightMaster,"POINT(-9931.79 -10904.87)",8.48,0.00,1,2260
Gadgetzan flightMaster,"POINT(-9890.60 -10725.24)",10.32,0.00,1,2260
Marshals Refuge flightMaster,"POINT(-12529.65 -9790.54)",-186.87,0.00,1,2260
Astranaar innkeeper,"POINT(-13237.00 -898.84)",116.67,0.00,1,2260
Thunder Bluff innkeeper,"POINT(-13708.49 -4980.28)",129.29,0.00,1,2260
Bloodhoof Village innkeeper,"POINT(-13322.69 -6045.37)",-8.87,0.00,1,2260
Bloodhoof Village innkeeper,"POINT(-13277.93 -5959.80)",-9.31,0.00,1,2260
Elder Rise innkeeper,"POINT(-13444.97 -4767.89)",159.25,0.00,1,2260
Emperor Veknilash,"POINT(19367.63 -11732.83)",-104.17,0.00,1,2260
Brill innkeeper,"POINT(-328.11 2250.38)",35.27,0.00,1,2260
Thaddius,"POINT(18371.81 -9156.39)",303.02,0.00,1,43
Thunder Bluff flightMaster,"POINT(-13696.08 -4876.75)",177.03,0.00,1,2260
Cairne Bloodhoof,"POINT(-13557.30 -4889.64)",163.88,0.00,1,2260
Nijels Point flightMaster,"POINT(-14996.33 -3543.78)",193.58,0.00,1,2260
Shadowprey Village flightMaster,"POINT(-16932.19 -5450.37)",5.11,0.00,1,2260
Hakkar,"POINT(15776.66 -9497.58)",54.10,0.00,1,2260
Shadowprey Village innkeeper,"POINT(-16820.27 -5272.84)",46.58,0.00,1,2260
Warsong Gulch spiritguide,"POINT(15348.32 934.29)",343.16,0.00,1,3
Gadgetzan spirithealer,"POINT(-9732.00 -10880.00)",9.20,0.00,1,2260
Gallows End Tavern innkeeper,"POINT(-244.94 2269.51)",34.34,0.00,1,2260
Lucifron,"POINT(15840.76 -3965.00)",-179.58,0.00,1,2260
Heigan the Unclean,"POINT(19149.33 -9869.12)",276.56,0.00,1,43
Grandmasters Training Dummy,"POINT(-352.75 1768.18)",-62.29,0.00,1,2260
Stonard innkeeper,"POINT(3258.84 -10487.30)",21.11,0.00,1,2260
Sun Rock Retreat innkeeper,"POINT(-14597.95 -2786.35)",106.36,0.00,1,2260
Stonetalon Peak flightMaster,"POINT(-15136.45 -997.17)",233.79,0.00,1,2260
Stonetalon Peak innkeeper,"POINT(-15168.14 -950.12)",237.59,0.00,1,2260
Razorgore the Untamed,"POINT(15512.74 -623.18)",413.46,0.00,1,2260
Ayamiss the Hunter,"POINT(16093.71 1544.10)",27.55,0.00,1,2260
The Prophet Skeram,"POINT(18466.72 -11059.74)",125.73,0.00,1,2260
Thorium Point spirithealer,"POINT(1115.00 -6439.00)",312.16,0.00,1,2260
Lady Sylvanas Windrunner,"POINT(-316.25 1290.41)",-57.24,0.00,1,2260
Theramore Isle innkeeper,"POINT(-9199.18 -7296.13)",14.33,0.00,1,2260
Grand Widow Faerlina,"POINT(19060.58 -9311.16)",261.08,0.00,1,43
Zoramgar Outpost flightMaster,"POINT(-14664.35 -306.31)",5.36,0.00,1,2260
Arathi Basin spiritguide,"POINT(18882.46 -12794.19)",-57.25,0.00,1,2275
Grandmasters Training Dummy,"POINT(-13593.52 -5096.73)",158.53,0.00,1,2260
Garr,"POINT(15383.35 -4285.36)",-213.73,0.00,1,2260
Teremus the Devourer,"POINT(2955.42 -11685.90)",7.74,0.00,1,2260
Varimathras,"POINT(-333.51 1287.77)",-60.00,0.00,1,2260
Stonard flightMaster,"POINT(3279.76 -10459.20)",21.54,0.00,1,2260
Sun Rock Retreat flightMaster,"POINT(-14712.29 -2711.92)",104.56,0.00,1,2260
Splintertree Post flightMaster,"POINT(-11149.85 -1374.36)",103.89,0.00,1,2260
Auberdine innkeeper,"POINT(-14185.37 2726.51)",8.73,0.00,1,2260
Merithra of the Dream,"POINT(18526.79 -11365.89)",108.58,0.00,1,2260
Lord Kri,"POINT(18371.81 -11280.74)",-4.07,0.00,1,2260
Undercity flightMaster,"POINT(-266.35 1567.12)",-43.02,0.00,1,2260
Alterac Valley spiritguide,"POINT(13377.34 -13000.00)",101.14,0.00,1,2260
Undercity innkeeper,"POINT(-223.33 1635.40)",-43.02,0.00,1,2260
Bloodvenom Post  flightMaster,"POINT(-13331.16 1384.72)",367.46,0.00,1,2260
The Cape of Stranglethorn spirithealer,"POINT(-283.78 -14286.00)",32.74,0.00,1,2260
Stranglethorn Vale spirithealer,"POINT(228.46 -11550.20)",28.28,0.00,1,2260
Dreadmaul Hold spirithealer,"POINT(2952.57 -10836.00)",13.94,0.00,1,2260
Darkshire spirithealer,"POINT(1194.00 -10779.00)",35.28,0.00,1,2260
Stonard spirithealer,"POINT(3377.00 -10575.00)",22.34,0.00,1,2260
Sentinel Hill spirithealer,"POINT(-1206.87 -10559.00)",31.48,0.00,1,2260
Redridge Mountains spirithealer,"POINT(2022.00 -9394.00)",58.28,0.00,1,2260
Flame Crest spirithealer,"POINT(2145.00 -7501.00)",146.09,0.00,1,2260
Badlands spirithealer,"POINT(2289.00 -6807.00)",280.75,0.00,1,2260
Loch Modan spirithealer,"POINT(2892.00 -5352.00)",341.73,0.00,1,2260
Baradin Bay spirithealer,"POINT(845.00 -3355.00)",1.06,0.00,1,2260
Wetlands spirithealer,"POINT(2430.00 -3299.00)",18.60,0.00,1,2260
Arathi Highlands spirithealer,"POINT(2625.00 -1468.00)",48.36,0.00,1,2260
Southshore spirithealer,"POINT(592.00 -721.00)",25.01,0.00,1,2260
The Overlook Cliffs spirithealer,"POINT(4388.00 -285.00)",108.63,0.00,1,2260
Tarren Mill spirithealer,"POINT(996.00 -20.00)",55.84,0.00,1,2260
Aerie Peak spirithealer,"POINT(2227.00 324.26)",137.77,0.00,1,2260
The Sepulcher spirithealer,"POINT(-1595.90 476.23)",126.66,0.00,1,2260
Chillwind Camp spirithealer,"POINT(1517.00 902.24)",55.04,0.00,1,2260
Caer Darrow spirithealer,"POINT(2414.00 1238.37)",60.74,0.00,1,2260
Darrowshire spirithealer,"POINT(3701.00 1380.44)",77.02,0.00,1,2260
The Bulwark spirithealer,"POINT(672.00 1739.56)",45.06,0.00,1,2260
Deathknell spirithealer,"POINT(-1641.52 1882.30)",93.65,0.00,1,2260
Lights Hope Chapel spirithealer,"POINT(5299.00 2115.64)",82.16,0.00,1,2260
Brill spirithealer,"POINT(-492.86 2348.58)",33.36,0.00,1,2260
Faols Rest spirithealer,"POINT(535.00 2603.09)",89.00,0.00,1,2260
Cenarion Hold spirithealer,"POINT(-14562.72 -10504.00)",34.00,0.00,1,2260
The Great Lift spirithealer,"POINT(-11892.00 -8322.00)",-41.00,0.00,1,2260
Feathermoon Stronghold spirithealer,"POINT(-16899.67 -8280.00)",9.01,0.00,1,2260
Dire Maul spirithealer,"POINT(-15301.68 -8273.00)",93.97,0.00,1,2260
Feralas spirithealer,"POINT(-14040.42 -8109.00)",51.73,0.00,1,2260
Red Cloud Mesa spirithealer,"POINT(-13528.00 -6629.00)",67.09,0.00,1,2260
Thunder Bluff spirithealer,"POINT(-13595.00 -4663.00)",20.43,0.00,1,2260
Senjin Village spirithealer,"POINT(-8682.00 -4454.00)",19.26,0.00,1,2260
Valley of Trials spirithealer,"POINT(-9372.00 -4319.00)",40.94,0.00,1,2260
The Barrens spirithealer,"POINT(-11155.00 -4270.00)",91.76,0.00,1,2260
Razor Hill spirithealer,"POINT(-8879.00 -3439.24)",10.26,0.00,1,2260
Webwinder Path spirithealer,"POINT(-14106.48 -2760.70)",65.13,0.00,1,2260
Durotar spirithealer,"POINT(-9203.00 -2501.85)",21.32,0.00,1,2260
Astranaar spirithealer,"POINT(-13035.00 -1035.22)",107.67,0.00,1,2260
Azshara spirithealer,"POINT(-9682.00 -996.52)",108.41,0.00,1,2260
Southridge Beach spirithealer,"POINT(-7639.00 -755.49)",4.95,0.00,1,2260
Legash Encampment spirithealer,"POINT(-6824.00 1118.35)",89.82,0.00,1,2260
Darkshore spirithealer,"POINT(-13872.91 3056.36)",23.25,0.00,1,2260
Everlook spirithealer,"POINT(-8990.00 3177.31)",700.94,0.00,1,2260
Moonglade spirithealer,"POINT(-10853.00 3732.88)",464.86,0.00,1,2260
Everlook flightMaster,"POINT(-8927.65 3120.54)",701.62,0.00,1,2260
Everlook flightMaster,"POINT(-9059.88 3135.12)",710.76,0.00,1,2260
Moonglade flightMaster,"POINT(-11547.92 3786.15)",492.43,0.00,1,2260
Cenarion Hold innkeeper,"POINT(-14399.91 -10548.04)",45.75,0.00,1,2260
Cenarion Hold flightMaster,"POINT(-14445.59 -10438.55)",89.10,0.00,1,2260
Cenarion Hold flightMaster,"POINT(-14511.70 -10490.20)",49.75,0.00,1,2260
Ebonroc,"POINT(15418.81 -409.67)",477.35,0.00,1,2260
High Priestess Jeklik,"POINT(15507.40 -10002.08)",144.90,0.00,1,1
Goldshire innkeeper,"POINT(-16.19 -9462.66)",57.05,0.00,1,2260
Chillwind Camp flightMaster,"POINT(1429.08 928.27)",64.83,0.00,1,2260
Alterac Valley spiritguide,"POINT(13540.43 -11430.51)",48.73,0.00,1,2260
Tyrande Whisperwind,"POINT(-16194.57 5982.52)",1360.08,0.00,1,2260
Dolanaar innkeeper,"POINT(-14652.61 6122.21)",1313.98,0.00,1,2260
Cenarion Enclave innkeeper,"POINT(-16203.24 6449.90)",1323.35,0.00,1,2260
Arch Druid Fandral Staghelm,"POINT(-16239.92 6493.00)",1366.96,0.00,1,2260
Nessy,"POINT(16689.19 -5928.69)",-122.21,0.00,1,1
Baron Geddon,"POINT(15867.03 -4217.65)",-178.40,0.00,1,2260
Ruttheran Village flightMaster,"POINT(-14511.12 4960.58)",23.35,0.00,1,2260
Camp Mojache innkeeper,"POINT(-13912.72 -8140.10)",39.19,0.00,1,2260
Camp Mojache flightMaster,"POINT(-13868.15 -8101.94)",25.19,0.00,1,2260
General Rajaxx,"POINT(-15195.15 -11812.34)",37.97,0.00,1,2260
Thalanaar flightMaster,"POINT(-12891.65 -8171.12)",-40.12,0.00,1,2260
Azuregos,"POINT(-7692.07 -1057.78)",100.76,0.00,1,2260
Lights Hope Chapel flightMaster,"POINT(5345.39 2269.85)",87.02,0.00,1,2260
Lights Hope Chapel flightMaster,"POINT(5290.72 2328.48)",81.87,0.00,1,2260
Lights Hope Chapel innkeeper,"POINT(5345.09 2300.90)",90.88,0.00,1,2260
Stormwind City flightMaster,"POINT(-490.08 -8835.76)",109.70,0.00,1,2260
Noth the Plaguebringer,"POINT(18925.54 -9986.42)",261.29,0.00,1,43
Eastvale Logging Camp innkeeper,"POINT(1385.33 -9455.37)",47.21,0.00,1,2260
Gates of Ironforge spirithealer,"POINT(876.00 -5165.00)",507.24,0.00,1,2260
Coldridge Valley spirithealer,"POINT(-325.57 -6160.00)",399.97,0.00,1,2260
Northshire Valley spirithealer,"POINT(189.00 -8924.00)",80.56,0.00,1,2260
Dolanaar spirithealer,"POINT(-14622.22 6003.39)",1291.87,0.00,1,2260
Aldrassil spirithealer,"POINT(-14495.11 6714.70)",1317.52,0.00,1,2260
Revantusk Village innkeeper,"POINT(4583.40 -622.03)",11.77,0.00,1,2260
Revantusk Village flightMaster,"POINT(4720.60 -631.74)",5.48,0.00,1,2260
Wildhammer Keep innkeeper,"POINT(2119.74 399.73)",131.56,0.00,1,2260
Aerie Peak flightMaster,"POINT(2001.28 282.10)",194.13,0.00,1,2260
Princess Huhuran,"POINT(18851.18 -11245.78)",-90.26,0.00,1,2260
Alterac Valley spiritguide,"POINT(13418.00 -10827.93)",30.00,0.00,1,2260
Alterac Valley spiritguide,"POINT(13012.79 -11661.34)",77.05,0.00,1,2260
Alterac Valley spiritguide,"POINT(13449.23 -12035.15)",49.55,0.00,1,2260
Alterac Valley spiritguide,"POINT(13297.31 -12594.41)",57.67,0.00,1,2260
Arathi Basin spiritguide,"POINT(19029.30 -12912.58)",-10.87,0.00,1,2275
Alterac Valley spiritguide,"POINT(13535.28 -10630.93)",96.54,0.00,1,2260
Alterac Valley spiritguide,"POINT(13663.25 -12322.49)",54.04,0.00,1,2260
Gluth,"POINT(18597.45 -9381.32)",297.79,0.00,1,43
Moam,"POINT(15348.32 2418.19)",21.47,0.00,1,2260
Colossus of Ashi,"POINT(-14717.05 -10073.32)",-50.88,0.00,1,2260
Colossus of Regal,"POINT(-14298.18 -11685.92)",-44.66,0.00,1,2260
Colossus of Zora,"POINT(-15350.44 -10921.36)",-66.17,0.00,1,2260
Highlord Mograine,"POINT(18391.76 -10140.09)",245.63,0.00,1,43
Gothik the Harvester,"POINT(18828.88 -10022.21)",285.60,0.00,1,43
Pyroguard Emberseer,"POINT(13043.01 3285.13)",96.50,0.00,1,2260
General Drakkisath,"POINT(13070.95 3176.99)",111.04,0.00,1,2260
The Beast,"POINT(13339.08 3227.92)",111.10,0.00,1,2260
Golemagg the Incinerator,"POINT(15883.62 -4171.95)",-206.76,0.00,1,2260
Vaelastrasz the Corrupt,"POINT(15440.48 -535.27)",408.65,0.00,1,2260
Ossirian the Unscarred,"POINT(15578.19 1770.11)",105.48,0.00,1,2260
Kurinnaxx,"POINT(15978.94 2439.17)",20.45,0.00,1,2260
Buru the Gorger,"POINT(16374.39 2027.73)",-63.66,0.00,1,2260
Arathi Basin spiritguide,"POINT(18395.22 -12270.02)",-11.21,0.00,1,2275
Arygos,"POINT(18517.80 -11377.03)",108.58,0.00,1,2260
Fankriss the Unyielding,"POINT(19350.98 -10799.08)",-91.97,0.00,1,2260
The Masters Eye,"POINT(19314.06 -11666.99)",-99.72,0.00,1,1
Feugen,"POINT(18434.56 -9155.56)",312.18,0.00,1,43
Grobbulus,"POINT(18751.20 -9411.13)",292.68,0.00,1,43
Maexxna,"POINT(19359.71 -9161.37)",297.60,0.00,1,43
AnubRekhan,"POINT(18916.71 -9347.94)",287.26,0.00,1,43
KelThuzad,"POINT(20553.83 -8918.00)",142.03,0.00,1,2
Patchwerk,"POINT(18672.56 -9355.95)",294.24,0.00,1,43
Thane Korthazz,"POINT(18395.86 -10143.91)",245.63,0.00,1,43
Grandmasters Training Dummy,"POINT(-9037.31 -1528.23)",50.44,0.00,1,2260
Grandmasters Training Dummy,"POINT(-15928.50 6320.50)",1329.80,0.00,1,2260
Grandmasters Training Dummy,"POINT(1151.19 -4910.96)",501.45,0.00,1,2260
Grandmasters Training Dummy,"POINT(-363.20 -8795.57)",101.02,0.00,1,2260
Mistress Nagmara,"POINT(15720.41 -12400.95)",-43.62,0.00,1,2260
Tower Point Warmaster,"POINT(13267.53 -12874.89)",98.43,0.00,1,2260
Viscous Fallout,"POINT(13621.68 -3574.05)",-207.95,0.00,1,2260
Amnennar the Coldbringer,"POINT(13163.71 -2016.25)",55.14,0.00,1,2260
Syndicate Master Ryson,"POINT(13675.50 -11829.38)",121.55,0.00,1,1
Archivist Galford,"POINT(15514.42 -8611.06)",136.54,0.00,1,2260
Lady Illucia Barov,"POINT(15521.56 -10545.60)",75.33,0.00,1,2260
Bijou,"POINT(13336.08 3129.26)",16.22,0.00,1,2260
Gilnid,"POINT(13191.18 -8612.17)",19.31,0.00,1,2260
Wing Commander Slidore,"POINT(13086.02 -10933.97)",37.76,0.00,1,2260
Mekgineer Thermaplugg,"POINT(13000.00 -3633.99)",-325.18,0.00,1,2260
Lorekeeper Javon,"POINT(15646.90 -2923.79)",-48.38,0.00,1,2260
Morphaz,"POINT(13009.47 -2901.35)",-90.83,0.00,1,14
Zulian Stalker,"POINT(15778.03 -9174.18)",49.63,0.00,1,2260
Tinkerer Gizlock,"POINT(15894.94 -7424.19)",-173.55,0.00,1,2260
Scarlet Commander Mograine,"POINT(13018.32 -291.75)",32.61,0.00,1,2260
Frostwolf Stable Master,"POINT(13684.96 -12747.67)",52.58,0.00,1,2260
Spirit of Maraudos,"POINT(16037.99 -6822.84)",-52.89,0.00,1,2260
Fel Steed,"POINT(13057.84 -9993.64)",79.86,0.00,1,2260
Highlord Omokk,"POINT(13085.64 3117.75)",31.80,0.00,1,2260
